,Unnamed: 0,date,id,tweet_text,label
1122,1172,2020-11-18,1329191619048972289,officials describe bunker mentality white house kaitlancollins reports,Hate
1123,1173,2020-11-18,1329191935232389122,joe biden warns trump keeps delaying transition briefings teams covid response behind weeks,Not Hate
1124,1174,2020-11-18,1329192354566299655,gop senators disagree trumps decision fire election security chief remain complicit postelection,Not Hate
1125,1175,2020-11-18,1329192614554308609,nyc close schools thursday due covid positivity rate rise nickwattcnn reports,Not Hate
1126,1176,2020-11-18,1329192977730822151,nyc close public schools due rise covid positivity rate leave bars restaurants open,Not Hate
1127,1177,2020-11-18,1329193173067960324,cases europe deaths rising jaketapper reports,Not Hate
1128,1178,2020-11-18,1329193827316404235,sen markwarner trump actions lame duck session making yous less secure,Not Hate
1129,1179,2020-11-18,1329194042966609933,staggering sitting president united states would try overturn results perfectly fai,Not Hate
1130,1180,2020-11-18,1329194158729408516,ga secy state audit found widespread voter fraud pending results likely keep showing biden win,Not Hate
1131,1181,2020-11-18,1329194415106252806,greatgrandmother gospel singer dies coronavirus jaketapper reports,Not Hate
1132,1182,2020-11-19,1329213353605160961,joe biden presidentelect showing leadership consulting frontline workers public health,Not Hate
1133,1183,2020-11-19,1329214318743871489,new jersey gov phil murphy says lack communication trump administration biden transitio,Not Hate
1134,1185,2020-11-19,1329292058985631745,god bless mom olivia,Not Hate
1135,1186,2020-11-19,1329292112341442562,helenprejean thejusticedept trying rush many federal executions possible lameduck period n,Hate
1136,1187,2020-11-19,1329292824416833538,grahambrookie  cisakrebs cckrebs spoke elections cybersecurity disinformation atlanticcouncil,Not Hate
1137,1188,2020-11-19,1329300582218215425,sentinasmith today senate insane detached reality voted judges nearly confirmed appointee b,Not Hate
1138,1189,2020-11-19,1329300594163671040,sentinasmith government going run money three weeks nothing one members,Not Hate
1139,1190,2020-11-19,1329454079354023939,oneunderscore cyber analyst video ran kunchan election day may still run dad owns kun used,Not Hate
1140,1191,2020-11-19,1329454124388200453,kylegriffin nbc first read according nbcs pete williams trump campaign republican interests filed least ,Not Hate
1141,1193,2020-11-19,1329505585272852481,actual headline actual cabinet secretary ben carson says used unproven covid treatment recommended b,Not Hate
1142,1194,2020-11-19,1329537938074558468,really pleased governors made clear beating covid going require us work,Not Hate
1143,1195,2020-11-19,1329540846950211591,americans witnessing incredible irresponsibility incredibly damaging messages sent rest w,Not Hate
1144,1196,2020-11-19,1329541450749587456,presidentelect joe biden says would implement national shutdown every region every area every,Not Hate
1145,1197,2020-11-19,1329546236635062275,americans withcovid hospitals right nowthan stage thispandemicthis beyo,Not Hate
1146,1198,2020-11-19,1329555890245165057,true pm et tonight live quarantine macgyver mic camera lights etc mention hairdo,Not Hate
1147,1199,2020-11-19,1329556346518319104,nytimes sen david perdue one two republicans facing runoff election georgia began buying large amounts ultimately profit,Not Hate
1148,1200,2020-11-19,1329558265831813120,former top election security official trump team legal presser dangerous craziest tv history,Not Hate
1149,1201,2020-11-19,1329558473323982849,giuliani trump lawyers attempt overturn election results lies deranged conspiracy theories,Not Hate
1150,1202,2020-11-19,1329558713791901697,source trump told ally knows lost getting back dems questioning legitimacy  win,Not Hate
1151,1203,2020-11-19,1329558807412957185,marceelias breaking georgia federal court rejects republican effort block certification election results remain,Not Hate
1152,1204,2020-11-19,1329559231897464832,trump legal strategy disenfranchise millions voters democratic disproportionately black cities,Hate
1153,1205,2020-11-19,1329559321978564608,gop governors issue mask mandates covid restrictions ericarhill reports,Not Hate
1154,1206,2020-11-19,1329559585548546049,cdc recommends travel thanksgiving doctoryasmin discusses,Not Hate
1155,1207,2020-11-19,1329559873701482498,wrongful death lawsuit tyson foods claims supervisor organized bets many workers would get coronavir,Not Hate
1156,1208,2020-11-19,1329560245341917191,journalist author john dickerson president trumps refusal allow transition could harm national secur,Not Hate
1157,1209,2020-11-19,1329565674545483784,think seeing kinds stunts expected donald trump get decide joe biden presi,Not Hate
1158,1210,2020-11-19,1329565770171502601,ron klain incoming white house chief staff outlines biden administration plans tackle coron,Not Hate
1159,1211,2020-11-20,1329578668948140032,maryland gov larry hogan says smart move part presidentelect joe biden host bipartisan,Not Hate
1160,1212,2020-11-20,1329579362979631105,always peaceful transition power says maryland gov larry hogan president trumps refusal,Not Hate
1161,1213,2020-11-20,1329665094071046144,praying rosary olivia us everyone suffering please thank mom,Not Hate
1162,1214,2020-11-20,1329665801293602818,cckrebs press conference dangerous hr  minutes television american history possibly craziest,Not Hate
1163,1215,2020-11-20,1329667752148275202,thanks everyone said kind things talked susans covid experience tonight prayers,Not Hate
1164,1216,2020-11-20,1329859028571353093,erinblindsay erin I sorry loss please give mom tons love hard time ri,Not Hate
1165,1217,2020-11-20,1329863732663554052,jimbopdc good call thank good wishes take get best wishes good luck family,Not Hate
1166,1218,2020-11-20,1329889112615215111,lede  memorable episode simpsons called grampa vs sexual inadequacy,Hate
1167,1219,2020-11-20,1329897820304904192,legal challenges overwhelmingly failing either based deranged conspiracy theories,Not Hate
1168,1220,2020-11-20,1329901069850259457,pfizer biontech submitted fda emergency use authorization coronavirus vaccine candidate,Not Hate
1169,1221,2020-11-20,1329911015463653376,realize closing schools cost lives dr dimitri christakis says school closures dur,Not Hate
1170,1222,2020-11-20,1329914427366383618,despite trump team attempts overturn election biden president two months today jaketapper reports,Not Hate
1171,1223,2020-11-20,1329914728668393475,biden speeding key staffing cabinet decisions arlettesaenz reports,Not Hate
1172,1224,2020-11-20,1329915212028375040,trumpallied affidavit alleging suspicious activity michigan lists precincts minnesota jaketapper repor,Not Hate
1173,1225,2020-11-20,1329915507630370822,trump meets michigan gop lawmakers effort subvert legal voters kaitlancollins reports,Not Hate
1174,1226,2020-11-20,1329915886308909058,latest trump fundraising pitch  donations go trump slush fundpostpresidency pac lbarronlopez,Not Hate
1175,1227,2020-11-20,1329916068278759425,pfizer reaches major milestone race covid vaccine drsanjaygupta reports,Not Hate
1176,1228,2020-11-20,1329916126999011334,another grim milestone yous breaks record new covid cases single day  nickwattcnn reports,Not Hate
1177,1229,2020-11-20,1329916350114967554,doctor schools kept open much possible dachristakis discusses,Not Hate
1178,1230,2020-11-20,1329916721579384832,fmr obama senior adviser says trumps refusal smooth transition creating small crises midst larg,Not Hate
1179,1231,2020-11-20,1329916956217061376,yearold dies three days testing positive jaketapper reports,Not Hate
1180,1232,2020-11-20,1329917312263204865,georgia secretary state certifies bidens win republicans focused senate runoff election janu,Not Hate
1181,1233,2020-11-20,1329917535488266240,theleadcnn yearold dies three days testing positive jaketapper reports,Not Hate
1182,1234,2020-11-20,1329921137879474180,maddowblog summer long coronavirus barely rose trickle st croix county came fall,Not Hate
1183,1235,2020-11-20,1329933445372530689,bob woodward says sources tell president trump seems really feet cemen,Not Hate
1184,1236,2020-11-20,1329934000065032199,donald trump jr president trumps eldest son tested positive coronavirus spokesman told cnn,Not Hate
1185,1237,2020-11-21,1329940695260540930,democratic sen bob casey says donald trump jrs coronavirus diagnosis reminder virus raging eve,Not Hate
1186,1238,2020-11-21,1329941195745845248,abuse power office insulting voters state sen bob casey pres tr,Not Hate
1187,1239,2020-11-21,1329941474159583235,michigan secretary state jocelyn benson says confident state board canvassers certify,Not Hate
1188,1240,2020-11-21,1329986344450482177,marceelias facts court delayed counting single ballot court thrown single ballot,Not Hate
1189,1241,2020-11-21,1329987030017773568,sifillldf hear skeptical maddow sounds abt reassurances two michigan legislators meeting today trump,Not Hate
1190,1243,2020-11-21,1330014996709978112,davidgura something never seen beschlossdc tells maddow president trumps howard hughesian absence p,Not Hate
1191,1244,2020-11-21,1330015038862667777,maddowblog beyond  americans hospital right covid ever beyond people,Not Hate
1192,1245,2020-11-21,1330015166696726528,maddowblog president michael beschlossdc,Not Hate
1193,1246,2020-11-21,1330015340424794112,sifillldf anger builds black community trumps claims voter fraud big cities,Not Hate
1194,1247,2020-11-21,1330015384829878273,jkbjournalist plane tickets daughter come florida holiday cancelled american thi,Not Hate
1195,1248,2020-11-21,1330015702787502080,msnbc beschlossdc trump last couple weeks invisible get pictures talking th,Not Hate
1196,1249,2020-11-21,1330176453816832002,helenprejean ag barr set three federal execution dates addition two already scheduled december federal gov,Not Hate
1197,1250,2020-11-22,1330343644335910914,judge dismisses trump lawsuit seeking delay certification pennsylvania,Not Hate
1198,1251,2020-11-22,1330345875055456258,judge wrote trumps campaign used strained legal arguments without merit speculative accusations,Not Hate
1199,1252,2020-11-22,1330347280612864001,zoetillman new deep dive tonights opinion demolishing trump campaigns bid stop pennsylvania certifying biden,Not Hate
1200,1253,2020-11-22,1330347804724781056,msnbc I nurse twenty years I never experienced burn like nikki tomlinson shares experience n,Not Hate
1201,1254,2020-11-22,1330387378310164483,oneunderscore president get enough retweeting oan segments expert voting machines ron watkins,Not Hate
1202,1255,2020-11-22,1330387424363614214,oneunderscore sizable portion country gobbling voter fraud conspiracies big inscrutable explanations,Not Hate
1203,1256,2020-11-22,1330387551299973122,marceelias trumpgop started day  court trumpgop ended day  court goodnight,Not Hate
1204,1257,2020-11-22,1330387689770774533,anneapplebaum every losing republican behaves way respect voters norm gone,Not Hate
1205,1258,2020-11-22,1330387727955660806,anneapplebaum another one,Not Hate
1206,1259,2020-11-22,1330387981845356545,peterhotez last weekends feel important continue I thinking tonight real american,Not Hate
1207,1260,2020-11-22,1330387995921354753,peterhotez kiss loved ones goodbye put ppe face masks shields trained,Not Hate
1208,1261,2020-11-22,1330388642188189696,msnbc wh coronavirus task force member adm brett giroir crying wolf worst rate rise cases,Not Hate
1209,1262,2020-11-22,1330643788084162563,omg even,Not Hate
1210,1263,2020-11-22,1330647980140081152,help contours conspiracy theories spinning mean nonz,Not Hate
1211,1264,2020-11-23,1330676995005571073,pennsylvanias lieutenant governor,Not Hate
1212,1265,2020-11-23,1330678683569360897,kylegriffin rep bill pascrell filed legal complaints five states seeking disbar rudy giuliani  attorneys h,Not Hate
1213,1266,2020-11-23,1330724024700297217,never seen fantastic,Not Hate
1214,1268,2020-11-23,1330740737584078848,gerryconnolly I seen several recent stories press seem point coordinated attempt portray gsaemily k,Not Hate
1215,1269,2020-11-23,1330740942287024128,scottmaustin todays front pages kansas city star missouri news observer nc lufkin daily news texa,Not Hate
1216,1270,2020-11-23,1330741422870450176,beschlossdc jfks last words written notecards end speech planned give austin texas banquet eveni,Not Hate
1217,1271,2020-11-23,1330745370599710720,carlbernstein I violating pledge journalistic confidentially reporting  republican sensin convos w colleague,Not Hate
1218,1272,2020-11-23,1330745382209548288,carlbernstein  gop senators privately expressed disdain trump portman alexander sasse blunt collins,Not Hate
1219,1273,2020-11-23,1330745400974782470,carlbernstein exceptions craven public silence helped enable trumps grievous conductincluding undermining,Not Hate
1220,1274,2020-11-23,1330899744957272064,liquidate planes,Not Hate
1221,1275,2020-11-23,1330941320957988867,maddowblog keeps awake night felt admissions patientaday caseloads going,Not Hate
1222,1276,2020-11-23,1330963316899000322,k wisconsinites died covid less  days,Not Hate
1223,1278,2020-11-23,1330981762290343942,wemakemichigan live footage mile long drivingfordemocracy car caravan downtown lansing state board canvassers doyourj,Not Hate
1224,1279,2020-11-23,1330998540336771073,stevevladeck recap state missed certification deadline court come within lightyear blocking sta,Not Hate
1225,1280,2020-11-23,1330998677318545409,biden announces string historic picks first cabinet nominations jeffzelenyreports ericarhill,Not Hate
1226,1281,2020-11-23,1330999399896506371,pa supreme court rejects trump campaign effort block counting absentee ballots kaitlancollins reports,Not Hate
1227,1282,2020-11-23,1331000139058712578,bidens diverse staff picks also bring decades experience washington cillizzacnn sabrinasiddiqui discuss,Not Hate
1228,1283,2020-11-23,1331000847417942017,astrazeneca vaccine  effective average preventing covid elizcohencnnreports ericarhill,Not Hate
1229,1284,2020-11-23,1331001385731690499,millions americans fly thanksgiving despite cdc urging otherwise athenacnnreports ericarhill,Not Hate
1230,1285,2020-11-23,1331001975186526221,hope please god come says nj gov phil murphy possible shutdown would give us,Not Hate
1231,1286,2020-11-23,1331002066127425543,presidentelect joe biden need move forward says gop rep paul mitchell adding need,Not Hate
1232,1287,2020-11-23,1331002102412357632,emergency doctor one effective things could national strategy covid,Not Hate
1233,1288,2020-11-23,1331002557133688835,michigan state board votes certify joe bidens election win dianneg reports ericarhill,Not Hate
1234,1289,2020-11-23,1331011573595377678,virus care whether workers meatpacking plants prisoners prison staff folks wh,Not Hate
1235,1290,2020-11-23,1331019811128795138,michigan attorney general dana nessel concerning michigan secretary state jocelyn benson wonder woman ap,Not Hate
1236,1291,2020-11-24,1331026073023340544,trump administration informed presidentelect joe biden ready begin formal transition pro,Not Hate
1237,1292,2020-11-24,1331026444261224448,reaction joe biden presidency says bakari sellers general services admini,Not Hate
1238,1293,2020-11-24,1331027192596340736,happened three weeks ago says michigan gov gretchen whitmer reacting gsa informing preside,Not Hate
1239,1294,2020-11-24,1331027559568564224,fmr national security adviser hr mcmaster says hopes bidens cabinet appointees resist kind tw,Not Hate
1240,1295,2020-11-24,1331032731212509186,impressive picks team folks deep experience public service says sen ch,Not Hate
1241,1296,2020-11-24,1331032797633503232,positive meeting says atlanta mayor keisha lance bottoms joe bidens virtual gathering us,Not Hate
1242,1297,2020-11-24,1331100335922941953,maddowblog paid enough attention way trump administration setting place fire walking,Not Hate
1243,1298,2020-11-24,1331100637447286785,sherrilyn ifill national treasure,Not Hate
1244,1299,2020-11-24,1331100947486044164,constituents noted also congressman gave cellphone number,Not Hate
1245,1300,2020-11-24,1331101027723042816,maddowblog transition site dotgov,Not Hate
1246,1301,2020-11-24,1331102904430817285,nytimes gov andrew cuomo said monday new york would reopen emergency hospital staten island address new surge c,Not Hate
1247,1302,2020-11-24,1331105027616858113,really worth spending minutes taking look everything thread worth watching kids pa,Not Hate
1248,1303,2020-11-24,1331118338014113794,adamserwer hope people known better understand giuliani succeeding dinkins outcome similar,Not Hate
1249,1304,2020-11-24,1331118516993470465,carolleonnig factual summary happened today twitter disputed warning required,Not Hate
1250,1305,2020-11-24,1331119966393921536,keenankfoxcbs covid deaths surging el paso expanding  mobile morgues refrigerated warehouse county,Not Hate
1251,1306,2020-11-24,1331120093036765185,ashtonpittman mississippians longer count statelevel collective effort save state health officer dr thomas,Not Hate
1252,1307,2020-11-24,1331314153512964099,bradheath still weird see presidents lawyers take victory lap undermined supporters faith american democr,Not Hate
1253,1308,2020-11-24,1331359884743467009,drama reality says jackson health system chief infection prevention dr lilian abbo,Not Hate
1254,1309,2020-11-24,1331361019659235329,joe biden introduces first cabinet picks declares america back jessicadean reports ericarhill,Not Hate
1255,1310,2020-11-24,1331361488246890496,two appearances trump made mention dwindling days white house others administration di,Not Hate
1256,1311,2020-11-24,1331362069082501126,panel biden needs appeal republicans progressives next nominations miablove paulbegala discuss,Not Hate
1257,1312,2020-11-24,1331362660387057667,new model projects  million covid cases yous inauguration day lucykafanov reports ericarhill,Not Hate
1258,1313,2020-11-24,1331363073219833857,gsa official shocked trump tweet suggesting involved ascertainment kristenhcnn reports,Not Hate
1259,1314,2020-11-24,1331363563546570753,record pandemicera air travel despite cdc guidance stay home petemunteanreports ericarhill,Not Hate
1260,1315,2020-11-24,1331363992133120001,hit hard times cars line miles wait  hours food donation brynncnnreports ericarhill,Not Hate
1261,1316,2020-11-24,1331364457184956422,peterhotez possible vaccine  weeks,Not Hate
1262,1317,2020-11-24,1331364751662845954,two kansas city fire dept employees die one weekend virus ericarhill reports,Not Hate
1263,1318,2020-11-24,1331369997898293248,sharp contrast definitely current administration says former obama adviser valerie jarrett,Not Hate
1264,1319,2020-11-24,1331375090206994434,critical dangerous point pandemic cases rising hospital capacity,Not Hate
1265,1320,2020-11-24,1331378723011047425,heavy hand government,Not Hate
1266,1321,2020-11-24,1331383595458555905,covid surges nationwide cdc encouraging americans fly yet friday sunday us airports,Not Hate
1267,1322,2020-11-25,1331387751149735936,experience trump administration demonstrates experience necessary says former national securit,Not Hate
1268,1323,2020-11-25,1331388085557399552,new york city mayor bill de blasio says restrictions coming coronavirus cases surge city,Not Hate
1269,1324,2020-11-25,1331388485438230530,former national security adviser john bolton trumps america first foreign policy donald trump,Not Hate
1270,1325,2020-11-25,1331388752879620096,new york city mayor bill de blasio says reopening schools immense logistical effort adding,Not Hate
1271,1326,2020-11-25,1331475625945788422,know wyndham hotel gettysburg gets  stars yelp visitors praise comfy beds,Not Hate
1272,1327,2020-11-25,1331475696405925888,maddowblog wow hearing election pennsylvania state senate well,Not Hate
1273,1328,2020-11-25,1331475734599233536,aweissmann breaking flynn let us recall lied vp fbi fired trump lies fals,Not Hate
1274,1329,2020-11-25,1331475789108359169,kylegriffin elections trump fox stopped shouting hunter bidens laptop like migrant cara,Not Hate
1275,1330,2020-11-25,1331476004666306560,bradheath days following trumps shameful address nation two realities became inescapable michigans gop elite firs,Not Hate
1276,1332,2020-11-25,1331478530526425088,msnbc yearold nurse came retirement help prepare future frontline healthcare workers pandemic dies comp,Not Hate
1277,1333,2020-11-25,1331479508608839683,feeling better already thank,Not Hate
1278,1334,2020-11-25,1331481851005898754,mr mayor I sorry loss public beacon strength ever since,Not Hate
1279,1335,2020-11-25,1331725344496291845,biden urges unity thanksgiving speech war virus mjlee reports,Not Hate
1280,1336,2020-11-25,1331725926795776003,trump makes surprise call pennsylvania gop event baseless election claims jdiamond reports,Not Hate
1281,1337,2020-11-25,1331726305818251268,else could president trump pardon flynn announcement jfkucinich toluseo discuss pamelabrowncnn,Not Hate
1282,1338,2020-11-25,1331726865665548289,president trump pardons former national security adviser michael flynn jdiamond reports pamelabrowncnn,Not Hate
1283,1339,2020-11-25,1331727373436407809,eliehonig flynn pardon wild abuse power,Not Hate
1284,1340,2020-11-25,1331727788659924994,yous sets hospitalization record th straight day athenacnnreports pamelabrowncnn,Not Hate
1285,1341,2020-11-25,1331728238587080704,ashishkjha darkest days pandemic next six weeks,Not Hate
1286,1342,2020-11-25,1331730568569102338,trump grants full pardon former national security adviser thelauracoates johnwdean discuss pamelabrowncnn,Not Hate
1287,1343,2020-11-25,1331745355692650496,first I unfortunately afraid last time president tries abuse,Not Hate
1288,1344,2020-11-25,1331745786309304323,heading wrong direction waving red flag people come together example dur,Not Hate
1289,1345,2020-11-26,1331751336598249473,rep adam schiff says pres trumps pardon former national security adviser michael flynn body blow,Not Hate
1290,1346,2020-11-26,1331752245596213250,rep adam schiff department justice taken position past president cannot pardon themselve,Not Hate
1291,1347,2020-11-26,1331763038538657793,johnfetterman know needs hear odd theatrical mix pyramid scheme marketing snake handling random,Not Hate
1292,1348,2020-11-26,1331820341585440769,maddowblog remembering civil rights pioneer bruce boynton,Not Hate
1293,1349,2020-11-27,1332352236366794752,gregggonsalves want gorsuchs science roman catholic diocese brooklyn new york v andrew cuomo,Not Hate
1294,1350,2020-11-27,1332441574396006404,significant advancement development progression towards vaccine available says biden,Not Hate
1295,1351,2020-11-27,1332445880457322497,federal appeals court denies trump campaigns effort challenge pa election results kaitlancollinsreports,Not Hate
1296,1352,2020-11-27,1332446696584962051,biden harris receive first presidential daily briefing monday arlettesaenz reports pamelabrowncnn,Not Hate
1297,1353,2020-11-27,1332447306440962059,president trump refuses concede says leave white house electoral college votes biden,Not Hate
1298,1354,2020-11-27,1332447718439079937,cdc committee calls emergency meeting december  vote gets vaccine first afieldcnnreports,Not Hate
1299,1355,2020-11-27,1332447963101192194,yous aircraft carrier moving back persian gulf cover troops barbarastarrcnnreports pamelabrowncnn,Not Hate
1300,1356,2020-11-27,1332448363778859008,iran warns severe revenge top nuclear scientist assassinated npwcnnreports pamelabrowncnn,Not Hate
1301,1357,2020-11-27,1332448884526895106,without evidence trump warns fraud georgia races ryanobles reports pamelabrowncnn,Not Hate
1302,1358,2020-11-27,1332449543691055106,supreme court sides  religious groups covid restrictions kimwehle joanbiskupic discuss,Not Hate
1303,1359,2020-11-27,1332450678313193473,cdc committee hold emergency meeting vote gets vaccine first elizcohencnnreports pamelabrowncnn,Not Hate
1304,1360,2020-11-27,1332450818415616000,managing stress anxiety amid holidays pandemic drandreaboniordiscusses pamelabrowncnn,Not Hate
1305,1361,2020-11-27,1332451272922976257,yearold army reservist dies coronavirus pamelabrowncnn reports,Not Hate
1306,1362,2020-11-27,1332467120710541313,nuts frankly simultaneously opened economy instead saying everybody needs,Not Hate
1307,1363,2020-11-28,1332475771919749121,absolutely implications rhetoric says rep jim himes trumps claim biden need prov,Not Hate
1308,1364,2020-11-28,1332520207726895106,saints next door awakened something important hearts,Not Hate
1309,1365,2020-11-28,1332521482640109570,kylegriffin major contributor group backing trumpsfight overturn election sued recover  million donatio,Not Hate
1310,1366,2020-11-28,1332521987399364608,trump paid recount,Not Hate
1311,1367,2020-11-29,1332913921280372736,government paralyzed presidents fragile emotional state advisers nourishing fables,Not Hate
1312,1368,2020-11-30,1333213401158471680,cckrebs sixty minutes masterclass nonpartisan technocratic smalld democratic integrity patri,Not Hate
1313,1369,2020-11-30,1333213640904892416,minutes go farcical claims alleging interference  election proof ballot,Not Hate
1314,1370,2020-11-30,1333214564935200768,jocelynbenson cisagov tens thousands election workers working nonstop  hour,Not Hate
1315,1371,2020-11-30,1333217422795546634,kjeanpierre profoundly honored principal deputy press secretary joebiden especially thrilled work alongs,Not Hate
1316,1372,2020-11-30,1333217484233723907,staceyabrams congratulations friend neeratanden nomination omb director worked omb grad school evaluating,Not Hate
1317,1373,2020-11-30,1333217562755297282,yamiche first time top aides tasked speaking behalf administration shaping message wil,Not Hate
1318,1374,2020-11-30,1333217771090481152,brianstelter want see fox news anchor matteroffactly shut trumps election fraud lie watch eric shawn,Not Hate
1319,1375,2020-11-30,1333217822646865921,jameshohmann historic seven women oversee president bidens white house communications shop annielinskey scoops highl,Not Hate
1320,1376,2020-11-30,1333218323308359687,forgotten inevitable  campaign autopsies,Not Hate
1321,1377,2020-11-30,1333235504020590593,kylegriffin new standard republican senators fine attacked partys president n,Not Hate
1322,1378,2020-11-30,1333236194684047361,finallevel fatherinlaw cocos dad serious masker covid hit pneumonia lungs  days icu close,Not Hate
1323,1379,2020-11-30,1333246315455803392,cckrebs rumor control service rcaas makes ton sense right vaccine rollout front us rcaas,Not Hate
1324,1380,2020-11-30,1333451380070166532,nbcnews us coronavirus cases month  march  april  may  june  july  august ,Not Hate
1325,1381,2020-11-30,1333452741608419330,instrumental justifying violence opponents,Not Hate
1326,1382,2020-11-30,1333471173695463426,maddowblog hospitals capacity due covid state said statewide emergency alert help frontline staying home,Not Hate
1327,1383,2020-11-30,1333474985025949696,rev lewis part small group young catholic priests administer sacraments last rites gets ca,Not Hate
1328,1384,2020-11-30,1333474985969676294,lewis adapts rituals circumstance uttering farewell prayers distance sometimes behind glass,Not Hate
1329,1385,2020-11-30,1333480568919617537,minute sometime today read thread,Not Hate
1330,1386,2020-11-30,1333487700280795144,key failure alex azars dreadful legacy trumps health secretary hhs protect data poor quality,Not Hate
1331,1387,2020-11-30,1333493256135577605,pushback potential choice mike morrell bidens cia director helpful thread,Not Hate
1332,1389,2020-11-30,1333498153123909634,senators defense stocktrading controversy undercut new details,Not Hate
1333,1390,2020-11-30,1333507230830891011,yous officials warned hospitals credible threat attacks october  unusual cluster,Not Hate
1334,1391,2020-11-30,1333536163311849477,make stand something make difference inconve,Not Hate
1335,1392,2020-11-30,1333537635411832840,ga gop official protrump lawsuit claims insanity fever dream made jaketapper reports,Not Hate
1336,1393,2020-11-30,1333538139051323392,yearold texas er nurse dies coronavirus jaketapper reports,Not Hate
1337,1394,2020-11-30,1333538490462711808,leads newest family member sofia tejera jaketapper reports,Not Hate
1338,1395,2020-11-30,1333538928696188929,nyt nike cocacola accused lobbying antiforced labor bill jaketapper reports,Not Hate
1339,1396,2020-11-30,1333539332330643456,cnn exclusive vast trove leaked documents shows china underreported covid numbers took weeks diagnose ne,Not Hate
1340,1397,2020-11-30,1333539853414375424,biden receives first presidential daily brief announces econ team jeffzeleny reports,Not Hate
1341,1398,2020-11-30,1333540394823507970,president trump holes white house stewing loss kaitlancollins reports,Not Hate
1342,1399,2020-11-30,1333541374172532738,gop senators want tax returns resent mean tweets biden cabinet nominees abbydphillip pbump discuss,Not Hate
1343,1400,2020-11-30,1333541598748094465,tsa reports highest number travelers since march experts fear postholiday covid surge nickwattcnn,Not Hate
1344,1401,2020-11-30,1333541734018654209,iran remotecontrolled machine gun selfdetonating car used assassination top nuclear scientist orencnn,Not Hate
1345,1402,2020-11-30,1333541751198543872,vaccines distributed drsanjaygupta reports,Not Hate
1346,1404,2020-11-30,1333553021154975754,relief transition formally actually underway long past time republic,Not Hate
1347,1405,2020-11-30,1333559062924062721, million americans could face food insecurity end year congress remains deadlocked coronavi,Not Hate
1348,1406,2020-11-30,1333560662128209920,feel strongly talk peers democratic peers republican peers going ho,Not Hate
1349,1407,2020-12-01,1333606610867019776,maddowblog uk lockdown story lauriegarrett mentioned,Not Hate
1350,1408,2020-12-01,1333641224964730880,maddowblog random radiologist dr scott atlas resigned trump coronavirus adviser,Not Hate
1351,1409,2020-12-01,1333641449192218626,brhodes could get mexico pay wall could get supporters pay lost,Not Hate
1352,1410,2020-12-01,1333643562081263616,oh man,Not Hate
1353,1411,2020-12-01,1333842304747134978,plaintiffs presented bizarre theory algorithm stole votes president,Not Hate
1354,1412,2020-12-01,1333852026149752832,said would alas new book bag man wild crimes audacious coverup spectacular,Not Hate
1355,1413,2020-12-01,1333864060593577985,atlas medical adviser president met regularly several months mi,Not Hate
1356,1414,2020-12-01,1333893759063429126,think one step forward republican party actually acknowledged weeks ago,Not Hate
1357,1415,2020-12-01,1333900236239015939,nevada governor unconscionable trump suggest renos covid surge unit fake,Not Hate
1358,1416,2020-12-01,1333900915988951043,trump ends presidency began political career pushing deranged conspiracy theory jaketapper reports,Hate
1359,1417,2020-12-01,1333900972180054016,musician latino activist dies coronavirus jaketapper reports,Not Hate
1360,1418,2020-12-01,1333901741109235719,barr says doj dhs see evidence widespread fraud trump team continually lies kaitlancollins,Not Hate
1361,1419,2020-12-01,1333901866728615937,ag barr appoints durham special counsel investigate  russia investigation evanperez reports,Not Hate
1362,1420,2020-12-01,1333902343990095873,biden vows new stimulus deal economic recovery americans jeffzeleny reports,Not Hate
1363,1421,2020-12-01,1333902449887862787,wh comms director decries trump lawyer digenova calling violence former dhs official lbarronlopez,Not Hate
1364,1422,2020-12-01,1333902680742387714,average yous daily covid cases increased  november ericarhill reports,Not Hate
1365,1423,2020-12-01,1333903231181856770,covid hospitalizations yous doubled since nov  tripled since oct  drsanjaygupta reports,Not Hate
1366,1424,2020-12-01,1333903411104911360,united airlines gives first look cold storage facility covid vaccine distribution petemuntean reports,Not Hate
1367,1425,2020-12-01,1333903543921741826,cdc panel voting get vaccine first peterhotez discusses,Not Hate
1368,1426,2020-12-01,1333910391009775616,big deal,Not Hate
1369,1427,2020-12-01,1333911621731831808,trump dragged chan qanon stuff sewer put oval office guy also bei,Hate
1370,1428,2020-12-02,1333924970808946690,middle ground compromise good bill democratic sen dick durbin says  bil,Not Hate
1371,1429,2020-12-02,1333925423638581249,let us crystal clear congress reach deal cannot go home christmas unless w,Not Hate
1372,1430,2020-12-02,1333926776062533632,vaccine advisers cdc voted recommend health care workers residents longterm care facili,Not Hate
1373,1431,2020-12-02,1333970701892673538,get chips yes finally seen xoxoxoxo,Not Hate
1374,1432,2020-12-02,1333999662865522690,vermontsos stop wild unfounded accusations amplified realdonaldtrump need stop voice message today,Not Hate
1375,1433,2020-12-02,1333999691030278145,cckrebs right leadership standing people calling like see courage,Not Hate
1376,1434,2020-12-02,1333999747665977344,marshallcohen  trump loses  trump spreads voter fraud conspiracies attacks election officials  trump supporters th,Not Hate
1377,1435,2020-12-02,1334003815717203968,nytmike given trumps undisciplined approach pardons disclosure coming amid flurry reports discuss,Not Hate
1378,1437,2020-12-02,1334205419179417601,affidavit marks one first official connections notable player qanon conspiracy univers,Not Hate
